benchmark,capacitor,status,basic_blocks,edges,abstract_cfg_blocks,abstract_cfg_edges,region_boundaries,compilation_time_ms,peak_rss_kb,profiling_time_ms,execution_time_us,runtime_region_boundary_calls,runtime_debug_store_mem_calls,runtime_debug_restore_mem_calls,candidate_globals,milp_allocation_mode,milp_variables,milp_constraints,milp_presolved_variables,milp_presolved_constraints,optimal_solution,distributed_checkpoints_inserted,vm_placed_globals,vm_placed_global_names,milp_solve_time_ms,result,run_attempts
activity_recognition-5uF,5uF,ok,16,22,8,9,5,72,41952,543,34274.54,0,0,0,9,regional,533,1986,153,336,yes,6,8,lfsr_state:4;__local_main.features.i.sroa.0:1;__local_main.features.i.sroa.4:1;__local_main.features.i3.sroa.0:4;__local_main.features.i3.sroa.4:4;__local_main.stats.sroa.0.i:1;__local_main.features.i12.sroa.0:1;__local_main.features.i12.sroa.5:1,27,,1
cuckoo_filter-5uF,5uF,ok,22,32,9,11,5,41,41648,427,42471.49,0,0,0,3,regional,576,2327,64,149,yes,7,2,__local_main.inserts:3;__local_main.found:6,15,,1
