benchmark,algorithm,trace,status,complete,correct,result,expected_result,runtime_wait_count,runtime_recovery_boots,execution_time_us,replay_seconds,region_boundaries
stringsearch_fixed,schematic,3,ok,yes,yes,20,20,84,0,1305452.47,5.26,6
stringsearch_fixed,schematic,4,ok,yes,yes,20,20,63,0,13936256.96,16.45,6
stringsearch_fixed,schematic,5,ok,yes,yes,20,20,61,3,11185165.0,13.67,6
stringsearch_fixed,schematic,6,ok,yes,yes,20,20,54,1,4695178.15,6.58,6
stringsearch_fixed,schematic,7,ok,yes,yes,20,20,56,0,9028889.63,10.77,6
stringsearch_fixed,schematic,8,ok,yes,yes,20,20,74,6,10154306.97,12.77,6
stringsearch_fixed,schematic,9,ok,yes,yes,20,20,51,1,10910445.66,13.65,6
stringsearch_fixed,schematic,10,ok,yes,yes,20,20,52,6,8061779.88,9.85,6
stringsearch_fixed,schematicO3,1,ok,yes,yes,20,20,17,0,222568.19,2.34,4
stringsearch_fixed,schematicO3,2,ok,yes,yes,20,20,21,0,722558.65,3.35,4
stringsearch_fixed,schematicO3,3,ok,yes,yes,20,20,29,0,356535.47,4.24,4
stringsearch_fixed,schematicO3,4,ok,yes,yes,20,20,29,0,6036410.19,8.49,4
stringsearch_fixed,schematicO3,5,ok,yes,yes,20,20,23,1,3190619.46,5.77,4
stringsearch_fixed,schematicO3,6,ok,yes,yes,20,20,22,0,1125077.85,3.02,4
stringsearch_fixed,schematicO3,7,ok,yes,yes,20,20,21,0,3085789.27,4.78,4
stringsearch_fixed,schematicO3,8,ok,yes,yes,20,20,28,1,2404458.99,4.99,4
stringsearch_fixed,schematicO3,9,ok,yes,yes,20,20,20,0,3424477.75,6.19,4
stringsearch_fixed,schematicO3,10,ok,yes,yes,20,20,22,3,3967698.43,5.69,4
