capacitor,benchmark_count,solve_time_mean_before_ms,solve_time_mean_after_ms,solve_time_mean_reduction_pct,solve_time_geomean_reduction_pct,solve_time_mean_of_reductions_pct,solve_time_median_before_ms,solve_time_median_after_ms,solve_time_median_reduction_pct,worst_case_before_benchmark,worst_case_before_ms,worst_case_after_benchmark,worst_case_after_ms,milp_variables_mean_before,milp_variables_mean_after,milp_variables_mean_reduction_pct,milp_constraints_mean_before,milp_constraints_mean_after,milp_constraints_mean_reduction_pct,milp_presolved_variables_mean_before,milp_presolved_variables_mean_after,milp_presolved_variables_mean_reduction_pct,milp_presolved_constraints_mean_before,milp_presolved_constraints_mean_after,milp_presolved_constraints_mean_reduction_pct
5uF,13,5994.307692307692,5154.846153846154,14.004311782973582,25.044270915257794,22.514944589670694,30.0,15.0,50.0,sensor_fusion,77257.0,sensor_fusion,66534.0,3682.076923076923,3603.5384615384614,2.132993502830758,15803.461538461539,15523.615384615385,1.7707902358295433,1898.0,1849.3846153846155,2.5614006646672562,6296.0,6159.7692307692305,2.163766982699643
ALL,13,5994.307692307692,5154.846153846154,14.004311782973582,25.044270915257794,22.514944589670694,30.0,15.0,50.0,sensor_fusion,77257.0,sensor_fusion,66534.0,3682.076923076923,3603.5384615384614,2.132993502830758,15803.461538461539,15523.615384615385,1.7707902358295433,1898.0,1849.3846153846155,2.5614006646672562,6296.0,6159.7692307692305,2.163766982699643
