capacitor,benchmark_count,solve_time_mean_before_ms,solve_time_mean_after_ms,solve_time_mean_reduction_pct,solve_time_geomean_reduction_pct,solve_time_mean_of_reductions_pct,solve_time_median_before_ms,solve_time_median_after_ms,solve_time_median_reduction_pct,worst_case_before_benchmark,worst_case_before_ms,worst_case_after_benchmark,worst_case_after_ms,milp_variables_mean_before,milp_variables_mean_after,milp_variables_mean_reduction_pct,milp_constraints_mean_before,milp_constraints_mean_after,milp_constraints_mean_reduction_pct,milp_presolved_variables_mean_before,milp_presolved_variables_mean_after,milp_presolved_variables_mean_reduction_pct,milp_presolved_constraints_mean_before,milp_presolved_constraints_mean_after,milp_presolved_constraints_mean_reduction_pct
50uF,13,47.38461538461539,29.23076923076923,38.31168831168832,28.812291394177226,25.705767410372683,17.0,7.0,58.82352941176471,rsa,364.0,rsa,179.0,1385.4615384615386,1347.6923076923076,2.7261118205541184,5685.076923076923,5563.7692307692305,2.133791573079318,172.53846153846155,151.46153846153845,12.215782434239866,450.7692307692308,402.84615384615387,10.63139931740614
ALL,13,47.38461538461539,29.23076923076923,38.31168831168832,28.812291394177226,25.705767410372683,17.0,7.0,58.82352941176471,rsa,364.0,rsa,179.0,1385.4615384615386,1347.6923076923076,2.7261118205541184,5685.076923076923,5563.7692307692305,2.133791573079318,172.53846153846155,151.46153846153845,12.215782434239866,450.7692307692308,402.84615384615387,10.63139931740614
